City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Safford,US,2022-01-30 18:26:10,32.834,-109.7076,60.51,35,40,4.61,scattered clouds
466,Blackwater,AU,2022-01-30 18:25:02,-23.5833,148.8833,72.63,91,35,7.4,scattered clouds
467,Kinkala,CG,2022-01-30 18:26:11,-4.3614,14.7644,80.91,91,100,4.45,light rain
468,Odweyne,SO,2022-01-30 18:26:12,9.4092,45.064,62.42,60,63,8.7,broken clouds
469,Wanning,CN,2022-01-30 18:26:12,18.8003,110.3967,68.97,90,99,10.56,overcast clouds
470,Dhidhdhoo,MV,2022-01-30 18:26:13,6.8833,73.1,81.05,76,11,8.84,few clouds
471,Okhotsk,RU,2022-01-30 18:26:14,59.3833,143.3,15.28,74,100,19.46,overcast clouds
472,Caraquet,CA,2022-01-30 18:26:15,47.7941,-64.9386,14.58,86,87,21.7,overcast clouds
473,Chabua,IN,2022-01-30 18:26:15,27.4825,95.1736,54.84,64,9,2.68,clear sky
474,Havelock,US,2022-01-30 18:26:16,34.8791,-76.9013,43.03,34,4,7.0,clear sky
475,Port-Gentil,GA,2022-01-30 18:24:05,-0.7193,8.7815,82.36,83,40,8.05,scattered clouds
476,Matagami,CA,2022-01-30 18:26:18,49.7502,-77.6328,-2.09,71,100,11.5,haze
477,Praia,CV,2022-01-30 18:26:19,14.9215,-23.5087,70.34,68,100,31.07,overcast clouds
478,Kitui,KE,2022-01-30 18:26:20,-1.367,38.0106,68.74,62,84,5.06,broken clouds
479,Calbuco,CL,2022-01-30 18:26:21,-41.768,-73.1273,56.97,55,52,7.72,broken clouds
480,Jennings,US,2022-01-30 18:26:21,38.7192,-90.2604,39.15,58,20,3.0,heavy snow
481,Kanashevo,RU,2022-01-30 18:26:22,55.2169,62.0634,0.16,97,100,4.74,overcast clouds
482,Dehui,CN,2022-01-30 18:26:23,44.5333,125.7,-3.69,97,5,0.98,clear sky
483,Fortuna,US,2022-01-30 18:26:23,40.5982,-124.1573,51.66,95,100,9.22,overcast clouds
484,Qaqortoq,GL,2022-01-30 18:24:06,60.7167,-46.0333,12.7,65,100,8.68,light snow
485,Pringsewu,ID,2022-01-30 18:26:25,-5.3582,104.9744,74.88,96,100,2.26,overcast clouds
486,Agapovka,RU,2022-01-30 18:26:25,53.2973,59.1348,16.81,96,80,5.28,broken clouds
487,Aripuana,BR,2022-01-30 18:23:57,-9.1667,-60.6333,75.43,97,100,3.89,light rain
488,Riachao Do Jacuipe,BR,2022-01-30 18:26:26,-11.8069,-39.3856,91.29,38,57,5.5,broken clouds
489,Pacific Grove,US,2022-01-30 18:24:06,36.6177,-121.9166,62.8,61,0,1.01,clear sky
490,Mastic Beach,US,2022-01-30 18:26:28,40.7668,-72.8521,26.51,51,0,3.0,clear sky
491,Borisoglebskiy,RU,2022-01-30 18:26:28,57.2586,39.1508,24.44,94,100,11.41,overcast clouds
492,Mporokoso,ZM,2022-01-30 18:26:29,-9.3727,30.125,61.12,98,100,0.76,overcast clouds
493,Nuristan,AF,2022-01-30 18:26:30,35.3,70.8333,6.8,73,70,9.6,broken clouds
494,Turayf,SA,2022-01-30 18:26:31,31.6725,38.6637,46.65,49,0,16.11,clear sky
495,Girona,ES,2022-01-30 18:22:15,41.9831,2.8249,59.11,52,0,1.01,clear sky
496,Nkayi,CG,2022-01-30 18:26:32,-4.1841,13.2884,74.55,92,100,3.85,moderate rain
497,Kuloy,RU,2022-01-30 18:26:32,61.0305,42.4925,8.11,96,90,6.31,overcast clouds
498,Hovd,MN,2022-01-30 18:26:33,48.0056,91.6419,-12.84,81,19,2.17,few clouds
499,Bathsheba,BB,2022-01-30 18:23:00,13.2167,-59.5167,84.81,65,40,18.41,scattered clouds
500,Karaman,TR,2022-01-30 18:26:34,37.0833,33.25,30.96,94,80,13.96,broken clouds
501,Peniche,PT,2022-01-30 18:26:35,39.3558,-9.3811,60.1,53,72,7.11,broken clouds
502,Kamaishi,JP,2022-01-30 18:22:52,39.2667,141.8833,24.89,61,44,10.22,scattered clouds
503,Sanchor,IN,2022-01-30 18:26:36,24.7553,71.7722,63.91,61,0,7.87,clear sky
504,La Libertad,EC,2022-01-30 18:26:37,-2.2333,-80.9,83.86,61,0,8.05,light rain
505,Bayir,TR,2022-01-30 18:26:38,37.2687,28.2167,45.12,87,87,1.07,overcast clouds
506,Nador,MA,2022-01-30 18:26:38,35.174,-2.9287,57.45,72,0,2.3,clear sky
507,Port Augusta,AU,2022-01-30 18:26:39,-32.5,137.7667,78.71,57,74,7.56,broken clouds
508,Semey,KZ,2022-01-30 18:26:40,50.4111,80.2275,15.58,89,100,12.08,overcast clouds
509,Cidreira,BR,2022-01-30 18:26:36,-30.1811,-50.2056,76.84,57,7,16.49,clear sky
510,Paranga,RU,2022-01-30 18:26:41,56.7039,49.4047,5.81,100,90,3.67,overcast clouds
511,Xique-Xique,BR,2022-01-30 18:26:42,-10.8218,-42.7263,84.92,53,40,6.96,scattered clouds
512,Manjacaze,MZ,2022-01-30 18:26:43,-24.7117,33.8828,73.96,79,71,7.81,broken clouds
513,Tursunzoda,TJ,2022-01-30 18:25:14,38.5144,68.2333,43.68,66,87,2.48,overcast clouds
514,Mayskiy,RU,2022-01-30 18:26:44,47.6931,40.1025,33.21,93,99,13.47,overcast clouds
515,Fort Dodge,US,2022-01-30 18:21:53,42.4975,-94.168,20.44,73,100,6.91,overcast clouds
516,Hamilton,US,2022-01-30 18:23:26,39.1834,-84.5333,39.07,56,0,1.99,clear sky
517,Gizo,SB,2022-01-30 18:26:46,-8.103,156.8419,81.41,79,98,8.72,moderate rain
518,Am Timan,TD,2022-01-30 18:26:47,11.0297,20.2827,80.33,15,8,3.51,clear sky
519,North Bend,US,2022-01-30 18:26:47,43.4065,-124.2243,49.06,100,100,9.22,overcast clouds
520,Kutum,SD,2022-01-30 18:26:48,14.2,24.6667,61.97,14,1,10.8,clear sky
521,Mackay,AU,2022-01-30 18:26:49,-21.15,149.2,78.78,89,100,11.5,shower rain
522,Moron,AR,2022-01-30 18:26:49,-34.6534,-58.6198,89.02,50,0,11.99,clear sky
523,Chicama,PE,2022-01-30 18:26:50,-7.8447,-79.1469,68.54,58,99,11.1,overcast clouds
524,Farafangana,MG,2022-01-30 18:26:51,-22.8167,47.8333,75.65,77,0,6.08,clear sky
525,Tammisaari,FI,2022-01-30 18:26:52,59.9736,23.4339,26.91,95,100,17.69,light snow
526,Coquimbo,CL,2022-01-30 18:26:53,-29.9533,-71.3436,68.07,71,30,9.57,scattered clouds
527,Cam Ranh,VN,2022-01-30 18:26:53,11.9214,109.1591,73.36,88,20,2.3,few clouds
528,Mabaruma,GY,2022-01-30 18:26:54,8.2,-59.7833,86.0,70,40,13.8,scattered clouds
529,Chapleau,CA,2022-01-30 18:26:55,47.8405,-83.4034,6.89,66,75,2.3,broken clouds
530,Shenxian,CN,2022-01-30 18:26:55,36.2411,115.6672,36.1,30,29,10.51,scattered clouds
531,Ligayan,PH,2022-01-30 18:26:56,4.6533,119.4706,81.27,75,65,6.06,broken clouds
532,Jiazi,CN,2022-01-30 18:26:57,22.8779,116.067,57.92,70,62,19.35,broken clouds
533,Dunedin,NZ,2022-01-30 18:26:58,-45.8742,170.5036,54.81,90,32,4.59,scattered clouds
534,Monrovia,LR,2022-01-30 18:26:58,6.3005,-10.7969,85.77,75,29,11.74,scattered clouds
535,Svay Rieng,KH,2022-01-30 18:26:59,11.0879,105.7993,76.91,79,83,9.69,broken clouds
536,Aranda De Duero,ES,2022-01-30 18:27:00,41.6704,-3.6892,44.64,36,0,4.16,clear sky
537,Camacha,PT,2022-01-30 18:22:59,33.0833,-16.3333,63.54,82,40,16.11,scattered clouds
538,Cabo Rojo,PR,2022-01-30 18:27:01,18.0866,-67.1457,84.88,69,1,4.0,clear sky
539,Tarime,TZ,2022-01-30 18:27:02,-1.35,34.3667,66.63,75,83,2.19,broken clouds
540,Kitimat,CA,2022-01-30 18:26:32,54.0524,-128.6534,37.9,57,100,5.44,overcast clouds
541,Kropotkin,RU,2022-01-30 18:27:03,45.4375,40.5756,33.82,96,95,7.18,snow
542,Sabha,LY,2022-01-30 18:27:04,27.0377,14.4283,50.68,42,2,11.14,clear sky
543,Muncar,ID,2022-01-30 18:27:04,-8.4333,114.3333,76.69,89,100,4.92,overcast clouds
544,Panguipulli,CL,2022-01-30 18:27:05,-39.6333,-72.3333,67.41,36,61,5.12,broken clouds
545,Tabuk,PH,2022-01-30 18:27:06,17.4189,121.4443,69.8,90,98,7.29,overcast clouds
546,Langsa,ID,2022-01-30 18:27:06,4.4683,97.9683,73.18,96,46,2.66,scattered clouds
547,Temerloh,MY,2022-01-30 18:27:07,3.4483,102.4176,72.21,93,98,0.83,overcast clouds
548,Lazaro Cardenas,MX,2022-01-30 18:27:08,17.9583,-102.2,82.74,52,3,6.58,clear sky
549,San Pedro De Macoris,DO,2022-01-30 18:27:08,18.4616,-69.2972,85.37,47,3,4.99,clear sky
550,Kholm,RU,2022-01-30 18:27:09,59.2667,32.85,25.12,92,100,8.9,overcast clouds
551,Anadyr,RU,2022-01-30 18:22:57,64.75,177.4833,-19.52,82,75,2.24,mist
552,Zhigansk,RU,2022-01-30 18:27:10,66.7697,123.3711,-33.05,100,97,2.42,overcast clouds
553,Paramonga,PE,2022-01-30 18:27:11,-10.6667,-77.8333,74.35,74,100,10.04,overcast clouds
554,Mareeba,AU,2022-01-30 18:27:11,-17.0,145.4333,72.45,93,72,1.88,broken clouds
555,Avera,US,2022-01-30 18:27:13,33.194,-82.5271,56.37,32,0,16.02,clear sky
556,Shanghai,CN,2022-01-30 18:23:01,31.2222,121.4581,37.92,62,0,3.0,clear sky
557,Toppenish,US,2022-01-30 18:27:14,46.3774,-120.3087,32.34,87,100,0.87,overcast clouds
558,Tatawin,TN,2022-01-30 18:27:14,32.9297,10.4518,56.28,35,0,8.86,clear sky
559,Sambava,MG,2022-01-30 18:25:20,-14.2667,50.1667,79.16,86,86,13.69,light rain
560,Neepawa,CA,2022-01-30 18:27:16,50.2289,-99.4664,14.4,93,99,9.15,overcast clouds
561,Yulin,CN,2022-01-30 18:27:16,22.6333,110.15,53.53,78,92,6.98,light rain
562,Melfi,IT,2022-01-30 18:27:17,40.9965,15.6514,42.49,82,4,6.93,clear sky
563,Aswan,EG,2022-01-30 18:24:52,24.0934,32.907,58.95,31,84,9.1,broken clouds
564,Nicolas Bravo,MX,2022-01-30 18:27:18,18.45,-88.9167,76.08,42,2,3.0,clear sky
565,Mandalgovi,MN,2022-01-30 18:27:19,45.7625,106.2708,-0.99,80,7,12.08,clear sky
566,Portland,US,2022-01-30 18:22:57,45.5234,-122.6762,47.28,74,75,5.99,broken clouds
567,Saint-Pierre,RE,2022-01-30 18:27:20,-21.3393,55.4781,80.28,78,28,16.11,scattered clouds
568,Roebourne,AU,2022-01-30 18:27:21,-20.7833,117.1333,86.0,53,47,20.27,scattered clouds
569,Nelson Bay,AU,2022-01-30 18:27:22,-32.7167,152.15,72.0,95,42,1.57,scattered clouds
570,Marondera,ZW,2022-01-30 18:27:22,-18.1853,31.5519,62.1,80,95,4.38,overcast clouds
571,Cozumel,MX,2022-01-30 18:27:23,20.5083,-86.9458,73.94,58,40,4.0,scattered clouds
572,Clonakilty,IE,2022-01-30 18:23:13,51.6231,-8.8706,47.41,78,64,19.06,broken clouds
573,Senneterre,CA,2022-01-30 18:27:25,48.3835,-77.2328,8.82,86,100,7.47,light snow
574,Palmer,US,2022-01-30 18:24:53,42.1584,-72.3287,23.77,36,0,4.0,clear sky
575,Chekalin,RU,2022-01-30 18:27:26,54.0969,36.245,26.65,94,100,11.77,snow
576,Gamba,GA,2022-01-30 18:27:27,-2.65,10.0,78.57,82,98,4.65,overcast clouds
577,Karpogory,RU,2022-01-30 18:24:50,64.0019,44.4451,7.43,96,100,5.55,overcast clouds
578,Nuuk,GL,2022-01-30 18:27:28,64.1835,-51.7216,14.61,85,75,5.75,light shower snow
579,Jawhar,SO,2022-01-30 18:27:29,2.7809,45.5005,75.58,72,76,17.9,broken clouds
580,Nizwa,OM,2022-01-30 18:27:29,22.9333,57.5333,71.47,33,0,0.27,clear sky
581,Chabahar,IR,2022-01-30 18:27:30,25.2919,60.643,71.92,77,0,14.16,clear sky
582,Cockburn Town,TC,2022-01-30 18:27:31,21.4612,-71.1419,75.16,69,75,13.8,broken clouds
583,Nichinan,JP,2022-01-30 18:27:31,31.6,131.3667,39.76,74,16,8.41,few clouds
584,Synya,RU,2022-01-30 18:27:32,65.3718,58.0387,5.0,98,100,4.21,overcast clouds
585,Ous,RU,2022-01-30 18:27:32,60.9058,61.5186,-4.43,100,100,1.99,overcast clouds
586,Tezu,IN,2022-01-30 18:27:33,27.9167,96.1667,53.26,53,61,3.8,broken clouds
587,Guangyuan,CN,2022-01-30 18:27:34,32.442,105.823,38.95,70,100,5.01,overcast clouds
588,Quang Ngai,VN,2022-01-30 18:27:34,15.1167,108.8,72.03,94,96,4.29,overcast clouds
589,Sobolevo,RU,2022-01-30 18:27:35,54.4299,31.8996,31.57,94,100,8.86,overcast clouds
590,Tsumeb,NA,2022-01-30 18:27:36,-19.2333,17.7167,70.86,81,98,5.21,moderate rain
591,Dolores,AR,2022-01-30 18:27:37,-36.3132,-57.6792,84.85,42,20,12.75,moderate rain
592,Houma,US,2022-01-30 18:27:37,29.5958,-90.7195,64.99,47,0,11.5,clear sky
593,Touros,BR,2022-01-30 18:24:38,-5.1989,-35.4608,86.9,66,33,15.41,scattered clouds
594,Sarangani,PH,2022-01-30 18:25:22,5.4033,125.4636,80.94,75,73,7.99,broken clouds
595,Beaverlodge,CA,2022-01-30 18:27:40,55.2166,-119.4361,20.55,89,14,3.2,few clouds
596,Pak Phanang,TH,2022-01-30 18:27:40,8.3511,100.202,78.01,80,17,5.93,few clouds
597,Sterling,US,2022-01-30 18:27:41,39.0062,-77.4286,31.1,49,100,1.01,overcast clouds
598,Poya,NC,2022-01-30 18:27:42,-21.35,165.15,77.02,90,100,4.79,overcast clouds
599,Kieta,PG,2022-01-30 18:27:43,-6.2167,155.6333,79.21,86,100,5.91,light rain
600,Ubatuba,BR,2022-01-30 18:27:43,-23.4339,-45.0711,80.13,92,100,1.12,overcast clouds
601,Madang,PG,2022-01-30 18:27:44,-5.2246,145.7966,74.89,96,100,6.31,overcast clouds
602,Baherden,TM,2022-01-30 18:27:45,38.4362,57.4316,44.78,57,0,8.37,clear sky
603,Erzin,TR,2022-01-30 18:27:04,36.9559,36.2,45.12,80,40,6.76,light rain
604,Hornepayne,CA,2022-01-30 18:27:46,49.2138,-84.7705,2.37,83,100,5.08,overcast clouds
605,Manutuke,NZ,2022-01-30 18:27:46,-38.6833,177.9167,60.37,89,25,2.77,scattered clouds
606,Tias,ES,2022-01-30 18:27:47,28.9611,-13.645,64.15,55,0,6.91,haze
607,Ayorou,NE,2022-01-30 18:27:48,14.7308,0.9174,79.86,10,19,11.81,few clouds
608,Yerbogachen,RU,2022-01-30 18:24:55,61.2767,108.0108,-9.42,100,98,2.84,overcast clouds
609,Gulbene,LV,2022-01-30 18:27:49,57.1777,26.7529,30.4,99,100,2.75,overcast clouds
610,Coihaique,CL,2022-01-30 18:27:49,-45.5752,-72.0662,57.81,44,40,8.05,scattered clouds
611,Boguchar,RU,2022-01-30 18:27:50,49.9358,40.545,29.44,91,100,16.11,light snow
612,Libreville,GA,2022-01-30 18:23:23,0.3925,9.4537,82.42,83,40,9.22,scattered clouds
613,Quimper,FR,2022-01-30 18:27:51,48.0,-4.1,50.61,93,100,5.75,overcast clouds
614,Shalakusha,RU,2022-01-30 18:27:52,62.2247,40.2539,11.98,94,100,6.85,overcast clouds
615,Menongue,AO,2022-01-30 18:27:52,-14.6585,17.691,63.84,76,100,9.28,overcast clouds
616,Sumenep,ID,2022-01-30 18:27:53,-7.0167,113.8667,77.43,88,100,6.98,overcast clouds
617,Maceio,BR,2022-01-30 18:24:07,-9.6658,-35.7353,90.84,55,40,17.27,scattered clouds
618,Serpa,PT,2022-01-30 18:27:54,37.9458,-7.5975,58.96,42,33,4.92,scattered clouds
619,Grude,BA,2022-01-30 18:27:55,43.3642,17.4206,36.73,76,1,4.85,clear sky
620,Dalbandin,PK,2022-01-30 18:27:55,28.8947,64.4101,59.43,36,0,7.74,clear sky
621,Nechi,CO,2022-01-30 18:27:57,8.0942,-74.7757,86.4,54,69,4.23,broken clouds
622,Great Falls,US,2022-01-30 18:27:57,47.5002,-111.3008,47.41,22,0,18.01,clear sky
623,San Carlos De Bariloche,AR,2022-01-30 18:27:59,-41.1456,-71.3082,62.24,21,20,23.02,few clouds
624,Champerico,GT,2022-01-30 18:27:59,14.3,-91.9167,91.94,60,5,7.54,clear sky
625,Puerto Guzman,CO,2022-01-30 18:28:00,0.9703,-76.5858,88.66,50,100,3.8,overcast clouds
626,Lipin Bor,RU,2022-01-30 18:28:01,60.2622,37.9763,16.81,93,100,11.83,overcast clouds
627,Sept-Iles,CA,2022-01-30 18:27:49,50.2001,-66.3821,9.12,64,75,10.0,broken clouds
628,Zyryanovsk,KZ,2022-01-30 18:28:03,49.7386,84.2719,3.02,92,100,1.36,overcast clouds
629,Arzgir,RU,2022-01-30 18:28:03,45.3728,44.2206,31.98,88,96,7.96,overcast clouds
630,Beringovskiy,RU,2022-01-30 18:26:30,63.05,179.3167,-13.67,99,70,7.34,broken clouds
631,Gelibolu,TR,2022-01-30 18:28:04,40.4103,26.6708,46.22,64,54,10.16,broken clouds
632,Plettenberg Bay,ZA,2022-01-30 18:28:05,-34.0527,23.3716,71.26,91,71,7.16,broken clouds
633,Moyo,UG,2022-01-30 18:28:06,3.6609,31.7247,81.93,21,64,9.06,broken clouds
634,Tuy Hoa,VN,2022-01-30 18:28:07,13.0833,109.3,73.33,90,52,5.1,broken clouds
635,Kharp,RU,2022-01-30 18:28:07,66.8014,65.8081,-7.29,98,99,1.48,overcast clouds
636,Griffith,US,2022-01-30 18:28:08,41.5284,-87.4237,31.05,71,40,4.0,scattered clouds
637,Soverato,IT,2022-01-30 18:28:09,38.685,16.5499,53.55,79,7,14.36,clear sky
638,Paamiut,GL,2022-01-30 18:24:29,61.994,-49.6678,10.04,69,100,11.1,overcast clouds
639,San Salvo,IT,2022-01-30 18:28:11,42.0433,14.7272,44.91,57,7,4.27,clear sky
640,Pandharpur,IN,2022-01-30 18:28:11,17.6667,75.3333,73.72,23,0,4.59,clear sky
641,Venado Tuerto,AR,2022-01-30 18:28:12,-33.7456,-61.9688,89.78,22,0,8.21,clear sky
642,Yaan,NG,2022-01-30 18:28:13,7.3833,8.5667,86.14,11,84,7.29,broken clouds
643,Atbasar,KZ,2022-01-30 18:28:13,51.8,68.3333,4.14,96,82,10.07,broken clouds
644,Sao Jose Da Laje,BR,2022-01-30 18:28:14,-9.0097,-36.0583,87.76,47,99,14.43,overcast clouds
645,Uyemskiy,RU,2022-01-30 18:28:15,64.4743,40.8524,14.05,92,75,6.71,light snow
646,Vostok,RU,2022-01-30 18:28:15,46.4856,135.8833,-21.5,99,71,3.8,broken clouds
647,Sao Miguel Do Araguaia,BR,2022-01-30 18:28:16,-13.275,-50.1628,75.99,86,100,7.65,overcast clouds
648,Tavda,RU,2022-01-30 18:28:17,58.0425,65.2726,7.92,98,100,0.83,overcast clouds
649,Towada,JP,2022-01-30 18:28:18,40.6127,141.2067,21.2,76,44,10.27,scattered clouds
650,Santa Cruz,BO,2022-01-30 18:26:30,-17.8,-63.1667,96.26,34,40,8.05,scattered clouds
651,Shimoda,JP,2022-01-30 18:23:59,34.6667,138.95,37.11,64,99,12.26,overcast clouds
652,Constitucion,CL,2022-01-30 18:26:38,-35.3333,-72.4167,70.86,58,2,18.28,clear sky
653,Trapani,IT,2022-01-30 18:28:20,37.8333,12.6667,55.35,94,75,9.22,broken clouds
654,Zelenoborskiy,RU,2022-01-30 18:28:20,66.845,32.3622,-5.33,99,61,2.71,broken clouds
655,Rossosh,RU,2022-01-30 18:28:21,51.1209,38.5116,28.81,96,100,15.46,snow
656,La Ronge,CA,2022-01-30 18:28:22,55.1001,-105.2842,12.45,85,100,9.22,overcast clouds
657,Lata,PT,2022-01-30 18:28:22,40.1629,-8.3327,57.61,49,88,2.21,overcast clouds
658,Diego De Almagro,CL,2022-01-30 18:28:23,-26.3667,-70.05,79.54,21,0,14.58,clear sky
659,Moissala,TD,2022-01-30 18:28:24,8.3404,17.7663,79.54,15,70,4.76,broken clouds
660,Sorland,NO,2022-01-30 18:28:25,67.667,12.6934,33.66,50,100,17.69,overcast clouds
661,Zainsk,RU,2022-01-30 18:28:25,55.3195,52.0694,18.59,97,100,3.67,light snow
662,Murchison,NZ,2022-01-30 18:28:26,-41.8,172.3333,53.53,95,41,2.21,scattered clouds
663,Quatre Cocos,MU,2022-01-30 18:25:44,-20.2078,57.7625,80.71,84,55,17.96,broken clouds
664,Osoyoos,CA,2022-01-30 18:28:27,49.0331,-119.4524,30.96,78,100,8.05,overcast clouds
665,Roura,GF,2022-01-30 18:28:28,4.7263,-52.3274,82.31,78,100,11.5,light rain
666,Flinders,AU,2022-01-30 18:26:49,-34.5833,150.8552,69.21,93,73,3.62,broken clouds
667,Dolinsk,RU,2022-01-30 18:24:04,47.35,142.8,-22.14,99,46,3.94,scattered clouds
668,Pochutla,MX,2022-01-30 18:28:30,15.7432,-96.4661,87.62,34,0,7.18,clear sky
669,Strzelce Opolskie,PL,2022-01-30 18:28:30,50.5107,18.3006,39.76,70,100,26.08,overcast clouds
670,Houston,US,2022-01-30 18:23:35,29.7633,-95.3633,68.09,44,0,5.01,clear sky
671,Sale,MA,2022-01-30 18:28:32,34.0389,-6.8166,67.64,59,13,0.0,haze
672,Bartica,GY,2022-01-30 18:28:32,6.4,-58.6167,80.92,68,76,4.14,broken clouds
673,Bereznik,RU,2022-01-30 18:28:33,62.8551,42.7072,7.72,96,99,5.79,overcast clouds
674,Chieti,IT,2022-01-30 18:28:34,42.3609,14.138,50.38,69,9,1.14,clear sky
675,Urengoy,RU,2022-01-30 18:28:35,65.9667,78.3667,-10.17,100,91,7.0,overcast clouds
676,Baruun-Urt,MN,2022-01-30 18:24:12,46.6806,113.2792,-7.38,96,77,5.46,broken clouds
677,Oriximina,BR,2022-01-30 18:28:36,-1.7656,-55.8661,80.73,76,100,3.15,light rain
678,Marang,MY,2022-01-30 18:28:37,5.2056,103.2059,75.11,82,71,0.87,broken clouds
679,Dasoguz,TM,2022-01-30 18:28:38,41.8363,59.9666,28.35,93,53,9.22,broken clouds
680,Nouakchott,MR,2022-01-30 18:28:38,18.0858,-15.9785,71.53,63,98,17.85,overcast clouds
681,Vagur,FO,2022-01-30 18:28:39,61.4732,-6.8119,37.69,94,100,11.27,overcast clouds
682,Jhol,PK,2022-01-30 18:28:40,25.9551,68.8882,60.87,60,0,6.22,clear sky
683,Freeport,US,2022-01-30 18:26:20,40.6576,-73.5832,27.37,54,0,7.0,clear sky
684,Jinsha,CN,2022-01-30 18:28:41,32.0898,121.0735,34.02,68,0,1.74,clear sky
685,Kyra,RU,2022-01-30 18:28:42,49.5776,111.9753,-10.48,94,8,5.12,clear sky
686,Qostanay,KZ,2022-01-30 18:28:42,53.1667,63.5833,5.16,97,93,7.27,overcast clouds
687,Kenai,US,2022-01-30 18:28:43,60.5544,-151.2583,21.25,86,100,4.61,overcast clouds
688,Baykit,RU,2022-01-30 18:28:44,61.67,96.37,-11.31,100,94,1.14,overcast clouds
689,Khartoum,SD,2022-01-30 18:24:48,15.5518,32.5324,72.01,19,2,1.99,clear sky
690,Ulladulla,AU,2022-01-30 18:28:45,-35.35,150.4667,68.9,91,64,2.39,broken clouds
691,Orange Cove,US,2022-01-30 18:28:46,36.6244,-119.3137,62.85,40,0,3.78,clear sky
692,Eyl,SO,2022-01-30 18:24:12,7.9803,49.8164,75.54,75,100,16.44,overcast clouds
693,Biak,ID,2022-01-30 18:28:47,-0.9131,122.8766,76.32,80,88,5.59,overcast clouds
694,Yumen,CN,2022-01-30 18:28:48,40.2833,97.2,16.0,44,100,7.76,overcast clouds
695,Suba,PH,2022-01-30 18:28:49,10.8438,121.0102,80.8,78,40,5.28,scattered clouds
696,Banda Aceh,ID,2022-01-30 18:25:02,5.5577,95.3222,76.84,82,47,6.42,scattered clouds
697,Porto Walter,BR,2022-01-30 18:28:50,-8.2686,-72.7439,81.16,73,99,2.95,overcast clouds
698,Patu,BR,2022-01-30 18:28:51,-6.11,-37.6367,89.98,39,78,6.33,broken clouds
